Location Name,City,County,Latitude,Longitude
Boca Bridges Racquet Club,Boca Raton,Palm Beach,26.3583,-80.0833
Burt Aaronson South County Regional Park,Boca Raton,Palm Beach,26.3583,-80.0833
Mansfield Courts,Boca Raton,Palm Beach,26.3583,-80.0833
St. Andrews Country Club,Boca Raton,Palm Beach,26.3583,-80.0833
South County Regional Park,Boca Raton,Palm Beach,26.3583,-80.0833
The Boca Raton,Boca Raton,Palm Beach,26.3583,-80.0833
Hillsboro El Rio Park South,Boca Raton,Palm Beach,26.3583,-80.0833
Sugar Sand Park,Boca Raton,Palm Beach,26.3583,-80.0833
Boca Chase,Boca Raton,Palm Beach,26.3583,-80.0833
Hillsboro El Rio Park North,Boca Raton,Palm Beach,26.3583,-80.0833
Boca Raton Century Village,Boca Raton,Palm Beach,26.3583,-80.0833
Life Time - Boca Raton,Boca Raton,Palm Beach,26.3583,-80.0833
Boca Grove Golf and Tennis Club,Boca Raton,Palm Beach,26.3583,-80.0833
Lotus Racquet Club,Boca Raton,Palm Beach,26.3583,-80.0833
The Polo Club,Boca Raton,Palm Beach,26.3583,-80.0833
Citrus Park,Bonita Springs,Lee,26.3869,-81.733
City Of  Bonita Springs Recreation Center,Bonita Springs,Lee,26.3869,-81.733
Bonita Springs YMCA,Bonita Springs,Lee,26.3869,-81.733
Pelican Landing Community Center,Bonita Springs,Lee,26.3869,-81.733
Imperial Bonita Estates,Bonita Springs,Lee,26.3869,-81.733
Riverwalk Park,Bonita Springs,Lee,26.3869,-81.733
Highland Woods Country Club,Bonita Springs,Lee,26.3869,-81.733
Torrey Trails RV & Golf Resort,Bowling Green,Hardee,27.627738,-81.845058
Quail Ridge Country Club,Boynton Beach,Palm Beach,26.525,-80.0666
YMCA Boynton Beach,Boynton Beach,Palm Beach,26.525,-80.0666
Aberdeen Country Club,Boynton Beach,Palm Beach,26.525,-80.0666
Coral Lakes,Boynton Beach,Palm Beach,26.525,-80.0666
Aberdeen East,Boynton Beach,Palm Beach,26.525,-80.0666
Tuscany Bay Clubhouse,Boynton Beach,Palm Beach,26.525,-80.0666
Cascades Lakes,Boynton Beach,Palm Beach,26.525,-80.0666
Avalon Estates,Boynton Beach,Palm Beach,26.525,-80.0666
Limetree Condominium,Boynton Beach,Palm Beach,26.525,-80.0666
Valencia Isles Clubhouse,Boynton Beach,Palm Beach,26.525,-80.0666
Ezell Hester  Jr. Community Center,Boynton Beach,Palm Beach,26.525,-80.0666
Mandel JCC,Boynton Beach,Palm Beach,26.525,-80.0666
Palm Isles,Boynton Beach,Palm Beach,26.525,-80.0666
Venetian Isle Tennis Center,Boynton Beach,Palm Beach,26.525,-80.0666
Valencia Sound,Boynton Beach,Palm Beach,26.525,-80.0666
Valencia Bay,Boynton Beach,Palm Beach,26.525,-80.0666
Valencia Cove,Boynton Beach,Palm Beach,26.525,-80.0666
Valencia Reserve Club,Boynton Beach,Palm Beach,26.525,-80.0666
Valencia Pointe Club,Boynton Beach,Palm Beach,26.525,-80.0666
Boynton Beach Tennis Center,Boynton Beach,Palm Beach,26.525,-80.0666
Caloosa Park,Boynton Beach,Palm Beach,26.525,-80.0666
Bradenton Tropical Palms,Bradenton,Manatee,27.502778,-82.513889
The Racquet Club El Conquistador,Bradenton,Manatee,27.502778,-82.513889
Bradenton YMCA,Bradenton,Manatee,27.502778,-82.513889
Bradenton Country Club,Bradenton,Manatee,27.502778,-82.513889
17th Avenue West Park,Bradenton,Manatee,27.502778,-82.513889
Country Club East,Bradenton,Manatee,27.502778,-82.513889
Heritage Harbour H.O.A,Bradenton,Manatee,27.502778,-82.513889
Jesse P Miller,Bradenton,Manatee,27.502778,-82.513889
Arbor Terrace Rv Resort,Bradenton,Manatee,27.502778,-82.513889
G T Bray Recreation Complex,Bradenton,Manatee,27.502778,-82.513889
Jessie P. Miller Elementary School,Bradenton,Manatee,27.502778,-82.513889
John H Marble Recreation Complex,Bradenton,Manatee,27.502778,-82.513889
Lakewood National,Bradenton,Manatee,27.502778,-82.513889
Lakewood National Golf Club,Bradenton,Manatee,27.502778,-82.513889
Saints Peter & Paul the Apostles Catholic Church,Bradenton,Manatee,27.502778,-82.513889
Lakewood Ranch Community Park,Bradenton,Manatee,27.502778,-82.513889
W D Sugg Middle School,Bradenton,Manatee,27.502778,-82.513889
Lakewood Ranch High School Park,Bradenton,Manatee,27.502778,-82.513889
Martha B King Middle School,Bradenton,Manatee,27.502778,-82.513889
Palma Sola Harbour Condominiums,Bradenton,Manatee,27.502778,-82.513889
River Dance Condominiums,Bradenton,Manatee,27.502778,-82.513889
University Place Community Park,Bradenton,Manatee,27.502778,-82.513889
Lakewood Ranch High School,Bradenton,Manatee,27.502778,-82.513889
Pine Bay Forest Condominiums,Bradenton,Manatee,27.502778,-82.513889
Lou Barolo South Park,Bradenton Beach,Manatee,27.515149,-82.721027
The MAC Gym at FBC Brandon,Brandon,Hillsborough,27.9378,-82.2861
Brandon Sports and Aquatic Center,Brandon,Hillsborough,27.9378,-82.2861
High Point Community Property Owners,Brooksville,Hernando,28.565805,-82.373674
Hernando Park,Brooksville,Hernando,28.565805,-82.373674
Brookridge,Brooksville,Hernando,28.565805,-82.373674
Belle Parc RV Resort,Brooksville,Hernando,28.565805,-82.373674
Old Dixie Community Park,Bunnell,Flagler,29.45616,-81.324431
Grand Reserve,Bunnell,Flagler,29.45616,-81.324431
Nancy Hanson Recreation Complex,Cape Canaveral,Brevard,28.39034,-80.604267
Sands Park,Cape Coral,Lee,26.57746,-81.952243
Camelot Park,Cape Coral,Lee,26.57746,-81.952243
Faith Presbyterian Church,Cape Coral,Lee,26.57746,-81.952243
Four Freedoms Park,Cape Coral,Lee,26.57746,-81.952243
Lake Meade Park,Cape Coral,Lee,26.57746,-81.952243
Burton Memorial Park,Cape Coral,Lee,26.57746,-81.952243
Jim Jeffers Park,Cape Coral,Lee,26.57746,-81.952243
Joe Stonis Park,Cape Coral,Lee,26.57746,-81.952243
Lake Kennedy Community Park,Cape Coral,Lee,26.57746,-81.952243
Gator Trails Park,Cape Coral,Lee,26.57746,-81.952243
Giuffrida Park,Cape Coral,Lee,26.57746,-81.952243
St James Bay Golf and Pickleball Resort,Carrabelle,Franklin,29.869205,-84.635845
Cedar Key Elementary,Cedar Key,Levy,29.171006,-83.016793
Ross Norton Recreation Center,Clearwater,Pinellas,27.9799,-82.7806
Countryside Recreation Center,Clearwater,Pinellas,27.9799,-82.7806
The Long Center,Clearwater,Pinellas,27.9799,-82.7806
Clearwater Beach Library and Recreation Complex,Clearwater,Pinellas,27.9799,-82.7806
Del Oro Park,Clearwater,Pinellas,27.9799,-82.7806
Henry L. McMullen Tennis Complex,Clearwater,Pinellas,27.9799,-82.7806
Ed Wright Park,Clearwater,Pinellas,27.9799,-82.7806
Island In The Sun,Clearwater,Pinellas,27.9799,-82.7806
Woodgate Park,Clearwater,Pinellas,27.9799,-82.7806
Greenwood Recreation Center,Clearwater,Pinellas,27.9799,-82.7806
McKay Play Field,Clearwater,Pinellas,27.9799,-82.7806
Morningside Recreation Complex,Clearwater,Pinellas,27.9799,-82.7806
Lake Magic RV Resort,Clermont,Lake,28.552541,-81.757407
Thousand Trails Rv Preserve,Clermont,Lake,28.552541,-81.757407
Outdoor Resorts At Orlando,Clermont,Lake,28.552541,-81.757407
Clermont Arts And Recreation Center,Clermont,Lake,28.552541,-81.757407
Jack Peeples Community Park,Cleveland,Charlotte,26.9584,-81.9897
Civic Park Behind The Clewiston Inn,Clewiston,Hendry,26.717171,-80.949249
Cocoa West,Cocoa,Brevard,28.367183,-80.746455
Walter Butler Community Center,Cocoa,Brevard,28.367183,-80.746455
Cocoa Beach Rec Center,Cocoa Beach,Brevard,28.332451,-80.612066
Cameron Barkley (Palmetto) Park,Cocoa Beach,Brevard,28.332451,-80.612066
Ocean Landings Resort And Racquet Club,Cocoa Beach,Brevard,28.332451,-80.612066
Ramp Road Park,Cocoa Beach,Brevard,28.332451,-80.612066
Diadem Pickleball Complex,Coconut Creek,Broward,26.2441,-80.2066
Coconut Creek Community Center,Coconut Creek,Broward,26.2441,-80.2066
The Groves Golf & Country Club,Connerton,Pasco,28.28862,-82.48769
University of Miami,Coral Gables,Miami-Dade,25.71029,-80.26865
Salvadore Park Tennis Center,Coral Gables,Miami-Dade,25.71029,-80.26865
Riverside Park,Coral Springs,Miami-Dade,26.27251,-80.25418
The country Club Of Coral Springs,Coral Springs,Miami-Dade,26.27251,-80.25418
Wakulla County Community Center,Crawfordville,Wakulla,30.175833,-84.375278
Jones house,Crawfordville,Wakulla,30.175833,-84.375278
Crescent City Park,Crescent City,Putnam,29.445438,-81.557909
Crescent City Junior/Senior Hogh,Crescent City,Putnam,29.445438,-81.557909
Twin Hills Park,Crestview,Okaloosa,30.77061,-86.553678
Jim LeGrone Memorial Park,Crystal River,Citrus,28.9593,-82.6259
Meadowcrest - Lower Courts,Crystal River,Citrus,28.9593,-82.6259
Bicentennial Park,Crystal River,Citrus,28.9593,-82.6259
Saga Bay Park,Cutler Bay,Miami-Dade,25.5808,-80.3469
Lake Jovita Golf And Country Club,Dade City,Pasco,28.4297,-82.2082
Academy at the Farm,Dade City,Pasco,28.4297,-82.2082
Travelers Rest RV and Golf Resort,Dade City,Pasco,28.4297,-82.2082
Price Park,Dade City,Pasco,28.4297,-82.2082
Dade City Armory,Dade City,Pasco,28.4297,-82.2082
Tom Fellows Community Center,Davenport,Polk,28.22,-81.6205
Ridgewood Lakes,Davenport,Polk,28.22,-81.6205
Del Webb Orlando,Davenport,Polk,28.22,-81.6205
Deer Creek Rv And Golf Resort,Davenport,Polk,28.22,-81.6205
Pine Island Park,Davie,Broward,26.0765,-80.2521
Sica Hall Community Center,Daytona Beach,Volusia,29.201168,-81.037071
Halifax River Yacht Club,Daytona Beach,Volusia,29.201168,-81.037071
Pictona at Holly Hill,Daytona Beach,Volusia,29.201168,-81.037071
Schnebly Recreation Center,Daytona Beach,Volusia,29.201168,-81.037071
Mainland High School,Daytona Beach,Volusia,29.201168,-81.037071
Pelican Bay Sports Club,Daytona Beach,Volusia,29.201168,-81.037071
The Salvation Army Daytona Beach,Daytona Beach,Volusia,29.201168,-81.037071
Embry-Riddle Aeronautical University - Daytona Beach,Daytona Beach,Volusia,29.201168,-81.037071
Midtown Cultural & Educational Center,Daytona Beach,Volusia,29.201168,-81.037071
Latitude Margaritaville Daytona Beach,Daytona Beach,Volusia,29.201168,-81.037071
Mcelroy Park,Daytona Beach,Volusia,29.201168,-81.037071
Derbyshire Park,Daytona Beach,Volusia,29.201168,-81.037071
Bill Keller Park,DeBary,Volusia,28.8713,-81.3289
Victoria Gardens - 55+ Community,DeLand,Volusia,29.02659,-81.334853
David E Disney Tennis Center,DeLand,Volusia,29.02659,-81.334853
Pick A Ball Sports Complex,Deerfield Beach,Broward,26.309556,-80.099173
Oveta Mckeithen Recreational Complex - Robb Gym,Deerfield Beach,Broward,26.309556,-80.099173
Century Village Deerfield,Deerfield Beach,Broward,26.309556,-80.099173
Constitution Park,Deerfield Beach,Broward,26.309556,-80.099173
Pines Of Delray West,Delray Beach,Palm Beach,26.456445,-80.079321
Four Seasons of Delray Beach,Delray Beach,Palm Beach,26.456445,-80.079321
Huntington Pointe Association,Delray Beach,Palm Beach,26.456445,-80.079321
Addison Reserve,Delray Beach,Palm Beach,26.456445,-80.079321
Addison Reserve Country Club,Delray Beach,Palm Beach,26.456445,-80.079321
Emerald Pointe Clubhouse,Delray Beach,Palm Beach,26.456445,-80.079321
Las Verdes,Delray Beach,Palm Beach,26.456445,-80.079321
Catherine Strong Splash Park,Delray Beach,Palm Beach,26.456445,-80.079321
Gleneagles Country Club,Delray Beach,Palm Beach,26.456445,-80.079321
Pompey Park Community Center Gym,Delray Beach,Palm Beach,26.456445,-80.079321
Delray Beach Pickleball Courts,Delray Beach,Palm Beach,26.456445,-80.079321
Delray Beach Community Center,Delray Beach,Palm Beach,26.456445,-80.079321
Villaggio Reserve,Delray Beach,Palm Beach,26.456445,-80.079321
Delaire Country Club,Delray Beach,Palm Beach,26.456445,-80.079321
Polo Trace,Delray Beach,Palm Beach,26.456445,-80.079321
Valencia Falls,Delray Beach,Palm Beach,26.456445,-80.079321
Lakes Of Delray,Delray Beach,Palm Beach,26.456445,-80.079321
Wes Crile Community Recreation Center,Deltona,Volusia,28.898897,-81.247307
Harris M Saxon Community Center and Park,Deltona,Volusia,28.898897,-81.247307
Buck Destin Park,Destin,Okaloosa,30.392,-86.4834
Destin Community Center,Destin,Okaloosa,30.392,-86.4834
Destin United Methodist Church,Destin,Okaloosa,30.392,-86.4834
Island Oasis Pickleball Cub,Donner,Duval,30.3369,-81.4115
Dunedin Community Center,Dunedin,Pinellas,28.019444,-82.771944
Eagle Scout Park,Dunedin,Pinellas,28.019444,-82.771944
Highlander Park & Aquatic Complex,Dunedin,Pinellas,28.019444,-82.771944
"Martin Luther King, Jr. Recreation Center",Dunedin,Pinellas,28.019444,-82.771944
Ernie Mills Park,Dunnellon,Marion,29.0488,-82.4611
Spruce Creek Preserve,Dunnellon,Marion,29.0488,-82.4611
Hacienda Del Rio,Edgewater,Volusia,28.981801,-80.910344
Park Forest Courts,Englewood,Sarasota,26.966743,-82.359886
Englewood Florida YMCA,Englewood,Sarasota,26.966743,-82.359886
Pickle in Paradise,Englewood,Sarasota,26.966743,-82.359886
Boca Royale Racquet Club,Englewood,Sarasota,26.966743,-82.359886
Tringali Recreation Center,Englewood,Sarasota,26.966743,-82.359886
Ann & Chuck Dever Regional Park Rec Center,Englewood,Sarasota,26.966743,-82.359886
Englewood Sports Complex,Englewood,Sarasota,26.966743,-82.359886
Tringali Park,Englewood,Sarasota,26.966743,-82.359886
The Place at Corkscrew by Cameratta Companies,Estero,Lee,26.435052,-81.810244
Estero Community Park,Estero,Lee,26.435052,-81.810244
Bella Terra Community,Estero,Lee,26.435052,-81.810244
Breckenridge Golf and Tennis,Estero,Lee,26.435052,-81.810244
The island Club H.O.A.,Estero,Lee,26.435052,-81.810244
West Bay Club,Estero,Lee,26.435052,-81.810244
Pine Meadows Conservation Area,Eustis,Lake,28.857686,-81.64513
Ocean Coast Hotel Pickleball Courts,Fernandina Beach,Nassau,30.635388,-81.468829
Omni Amelia Island Resort,Fernandina Beach,Nassau,30.635388,-81.468829
Central Park Pickleball Courts,Fernandina Beach,Nassau,30.635388,-81.468829
"North Hampton Association, Inc.",Fernandina Beach,Nassau,30.635388,-81.468829
The Journey Church Yulee,Fernandina Beach,Nassau,30.635388,-81.468829
Atlantic Recreational Center,Fernandina Beach,Nassau,30.635388,-81.468829
Shipwatch Villas,Fernandina Beach,Nassau,30.635388,-81.468829
Wadsworth Park,Flagler Beach,Flagler,29.474978,-81.130288
Wickline Park,Flagler Beach,Flagler,29.474978,-81.130288
Barco-Newton YMCA,Fleming Island,Clay,30.107,-81.7167
Palmetto Park,Florahome,Putnam,29.758105,-81.862224
RiverBend RV Resort,Fort Denaud,Hendry,26.7455,-81.4668
Bass Park,Fort Lauderdale,Broward,26.121561,-80.128778
Florence C Hardy Park,Fort Lauderdale,Broward,26.121561,-80.128778
Holiday Park,Fort Lauderdale,Broward,26.121561,-80.128778
Riverside Park,Fort Lauderdale,Broward,26.121561,-80.128778
George English Park,Fort Lauderdale,Broward,26.121561,-80.128778
Joseph C. Carter Park,Fort Lauderdale,Broward,26.121561,-80.128778
Plantation Central Park,Fort Lauderdale,Broward,26.121561,-80.128778
Osswald Park,Fort Lauderdale,Broward,26.121561,-80.128778
Sunrise Middle School,Fort Lauderdale,Broward,26.121561,-80.128778
Park on SW 112th Ter,Fort Lauderdale,Broward,26.121561,-80.128778
Benenson Park,Fort Lauderdale,Broward,26.121561,-80.128778
Salt Springs Civic Association Park,Fort McCoy,Marion,29.279554,-81.887757
Fort Myers YMCA,Fort Myers,Lee,26.620403,-81.8725
The Club at Crystal Lake,Fort Myers,Lee,26.620403,-81.8725
The Forest Country Club,Fort Myers,Lee,26.620403,-81.8725
Fort Myers Racquet Club,Fort Myers,Lee,26.620403,-81.8725
"Landings Yacht, Golf and Tennis Club",Fort Myers,Lee,26.620403,-81.8725
Cinnamon Cove,Fort Myers,Lee,26.620403,-81.8725
Pelican Preserve,Fort Myers,Lee,26.620403,-81.8725
Three Oaks Park,Fort Myers,Lee,26.620403,-81.8725
Wa-Ke Hatchee Recreation Center,Fort Myers,Lee,26.620403,-81.8725
Brookshire Bath And Tennis Club,Fort Myers,Lee,26.620403,-81.8725
Wildblue,Fort Myers,Lee,26.620403,-81.8725
Siesta Bay RV Resort,Fort Myers,Lee,26.620403,-81.8725
Beach Boyz Pickleball,Fort Myers,Lee,26.620403,-81.8725
Blue Coyote Bus & Social Club,Fort Myers,Lee,26.620403,-81.8725
Cypress Trail RV Resort,Fort Myers,Lee,26.620403,-81.8725
Heritage Palms Pickleball Courts,Fort Myers,Lee,26.620403,-81.8725
Colonial Country Club,Fort Myers,Lee,26.620403,-81.8725
Schandler Hall Community Park,Fort Myers,Lee,26.620403,-81.8725
Jamaica Bay,Fort Myers,Lee,26.620403,-81.8725
Greens Edge at Province Park,Fort Myers,Lee,26.620403,-81.8725
Brooks Community Park,Fort Myers,Lee,26.620403,-81.8725
Indian Creek Park RV Resort,Fort Myers Beach,Lee,26.451952,-81.924543
Gulf Waters Rv Resort,Fort Myers Beach,Lee,26.451952,-81.924543
Bay Oaks Recreational Campus,Fort Myers Beach,Lee,26.451952,-81.924543
Pepper Park,Fort Pierce,Saint Lucie,27.438233,-80.443963
Lincoln Park Academy,Fort Pierce,Saint Lucie,27.438233,-80.443963
Ft Walton Beach Rec Center,Fort Walton Beach,Okaloosa,30.447297,-86.627487
Mooney Park,Fort Walton Beach,Okaloosa,30.447297,-86.627487
Fort Walton Beach Tennis Center,Fort Walton Beach,Okaloosa,30.447297,-86.627487
Jet Drive Park,Fort Walton Beach,Okaloosa,30.447297,-86.627487
Weatherly HOA,Gainesville,Alachua,29.645029,-82.310046
Joseph Williams Elementary,Gainesville,Alachua,29.645029,-82.310046
Kanapaha Veterans Memorial Park,Gainesville,Alachua,29.645029,-82.310046
Flavet Field,Gainesville,Alachua,29.645029,-82.310046
Saint Francis Catholic Academy,Gainesville,Alachua,29.645029,-82.310046
Alachua County Sports and Events Center,Gainesville,Alachua,29.645029,-82.310046
Martin Luther King Center,Gainesville,Alachua,29.645029,-82.310046
The 300 Club,Gainesville,Alachua,29.645029,-82.310046
Westside Baptist Church,Gainesville,Alachua,29.645029,-82.310046
Haile Plantation Golf and Country Club,Gainesville,Alachua,29.645029,-82.310046
Gainesville Y - North Central Florida YMCA,Gainesville,Alachua,29.645029,-82.310046
Northside Park,Gainesville,Alachua,29.645029,-82.310046
Eastside High School,Gainesville,Alachua,29.645029,-82.310046
"Albert ""Ray"" Massey Park",Gainesville,Alachua,29.645029,-82.310046
Jonesville Tennis Center,Gainesville,Alachua,29.645029,-82.310046
Gardenville Recreation Center,Gibsonton,Hillsborough,27.841059,-82.369831
Tennis At Rolling Hills,Green Cove Springs,Clay,30.00425,-81.726182
Thomas Hogans Memorial Gym,Green Cove Springs,Clay,30.00425,-81.726182
Ronnie Van Zant Memorial Park,Green Cove Springs,Clay,30.00425,-81.726182
Community Life United Methodist Church,Gulf Breeze,Santa Rosa,30.3847,-87.043875
Gulf Breeze Shoreline Park Recreation Center,Gulf Breeze,Santa Rosa,30.3847,-87.043875
Town Shores of Gulfport,Gulfport,Pinellas,27.7484,-82.7034
Chase Park,Gulfport,Pinellas,27.7484,-82.7034
Gulfport Recreation Center,Gulfport,Pinellas,27.7484,-82.7034
Gulfport Public,Gulfport,Pinellas,27.7484,-82.7034
Lake Eva Community Center,Haines City,Polk,28.095073,-81.614712
Golden Isles Tennis Center,Hallandale Beach,Broward,25.9812,-80.1484
Hallandale Beach YMCA Family Center,Hallandale Beach,Broward,25.9812,-80.1484
OB Johnson Park,Hallandale Beach,Broward,25.9812,-80.1484
Pickleball in Citrus Hills,Hernando,Citrus,28.899722,-82.374722
Terra Vista,Hernando,Citrus,28.899722,-82.374722
Goodlet Park Tennis Center,Hialeah,Miami-dade,25.905,-80.3049
Country Club of Miami,Hialeah,Miami-dade,25.905,-80.3049
South County Ball Park,Hobe Sound,Martin,27.081306,-80.150851
"William G. ""Doc"" Myers Park",Hobe Sound,Martin,27.081306,-80.150851
J. Ben Harrill Recreation Complex,Holiday,Pasco,28.191273,-82.727935
Stan Goldman Memorial Park,Hollywood,Broward,26.007011,-80.121931
Suellen H. Fardelmann Cooper City Sports Complex,Hollywood,Broward,26.007011,-80.121931
Valencia Palms,Hollywood,Broward,26.007011,-80.121931
Holmes Beach Pickleball Courts,Holmes Beach,Manatee,27.466667,-82.704167
Christ Fellowship Church,Homestead,Miami-dade,25.476639,-80.483853
Keys Gate Tennis Club,Homestead,Miami-dade,25.476639,-80.483853
Sugarmill Woods Inc - Oak Village Bath & Tennis Club,Homosassa,Citrus,28.7488,-82.5318
Beacon Woods Drive & Clock Tower Parkway,Hudson,Pasco,28.364763,-82.675669
Veteran's Memorial Park,Hudson,Pasco,28.364763,-82.675669
John's Island,Indian River Shores,Indian River,27.7167,-80.3842
Kolb Park,Indian Rocks Beach,Pinellas,27.884,-82.8455
Elisabeth Lahti Library Park,Indiantown,Martin,27.061461,-80.480277
Whispering Pines Park,Inverness,Citrus,28.8337,-82.2896
Gib Reese Park,Islamorada,Monroe,24.923331,-80.629953
Founders Park,Islamorada,Monroe,24.923331,-80.629953
Ortega Life Center @ Ortega United Methodist Church,Jacksonville,Duval,30.3163,-81.4175
Ortega Life Center,Jacksonville,Duval,30.3163,-81.4175
Southside Park Tennis,Jacksonville,Duval,30.3163,-81.4175
LifePoint Christian Fellowship,Jacksonville,Duval,30.3163,-81.4175
Victoria Park,Jacksonville,Duval,30.3163,-81.4175
Walter Anderson Memorial Park,Jacksonville,Duval,30.3163,-81.4175
The Valley at Hidden Hills,Jacksonville,Duval,30.3163,-81.4175
Williams Family YMCA,Jacksonville,Duval,30.3163,-81.4175
Klutho Tennis Court,Jacksonville,Duval,30.3163,-81.4175
Jacksonville,Jacksonville,Duval,30.3163,-81.4175
Winston Family YMCA,Jacksonville,Duval,30.3163,-81.4175
Veterans Park,Jacksonville,Duval,30.3163,-81.4175
Mandarin United Methodist Church,Jacksonville,Duval,30.3163,-81.4175
Bartram Springs Pickleball Courts,Jacksonville,Duval,30.3163,-81.4175
Argyle Forest Park,Jacksonville,Duval,30.3163,-81.4175
Fort Family Park,Jacksonville,Duval,30.3163,-81.4175
Boone Park,Jacksonville,Duval,30.3163,-81.4175
Boulevard and 5th street,Jacksonville,Duval,30.3163,-81.4175
Flynn Park,Jacksonville,Duval,30.3163,-81.4175
Boone Park Tennis Complex,Jacksonville,Duval,30.3163,-81.4175
Brooks Family YMCA,Jacksonville,Duval,30.3163,-81.4175
Duval Pickleball,Jacksonville,Duval,30.3163,-81.4175
Blue Cypress Park,Jacksonville,Duval,30.3163,-81.4175
Alberts Field,Jacksonville,Duval,30.3163,-81.4175
Del Webb Lakewood Ranch,Jacksonville,Duval,30.3163,-81.4175
Jacksonville Beach,Jacksonville Beach,Duval,30.294444,-81.393333
Isle of Palms Park JAX,Jacksonville Beach,Duval,30.294444,-81.393333
South Beach Park and Sunshine Playground,Jacksonville Beach,Duval,30.294444,-81.393333
Langford Park,Jensen Beach,Martin,27.235568,-80.227656
Abacoa Community Park,Jupiter,Palm Beach,26.933938,-80.120091
Jonathan’s Landing Golf Club,Jupiter,Palm Beach,26.933938,-80.120091
Jupiter Inlet Lighthouse & Museum Park,Jupiter,Palm Beach,26.933938,-80.120091
The Club at Admirals Cove,Jupiter,Palm Beach,26.933938,-80.120091
Tequesta Village,Jupiter,Palm Beach,26.933938,-80.120091
Carlin Park,Jupiter,Palm Beach,26.933938,-80.120091
Jupiter Cove Condo,Jupiter,Palm Beach,26.933938,-80.120091
Jupiter Community Center,Jupiter,Palm Beach,26.933938,-80.120091
Jupiter Community Park,Jupiter,Palm Beach,26.933938,-80.120091
Tequesta Park,Jupiter,Palm Beach,26.933938,-80.120091
Good Shepherd Episcopal School,Jupiter,Palm Beach,26.933938,-80.120091
West Jupiter Recreation Center,Jupiter,Palm Beach,26.933938,-80.120091
Jupiter Country Club,Jupiter,Palm Beach,26.933938,-80.120091
County Line Park,Jupiter,Palm Beach,26.933938,-80.120091
Key Colony Beach Pickleball Courts,Key Colony Beach,Monroe,24.7205,-81.0188
Health & Tennis Club At Ocean Reef,Key Largo,Monroe,25.140214,-80.406084
Key Largo Community Park,Key Largo,Monroe,25.140214,-80.406084
Key Largo Pickleball,Key Largo,Monroe,25.140214,-80.406084
Buttonwood Bay Condominium,Key Largo,Monroe,25.140214,-80.406084
Ocean Reef Club,Key Largo,Monroe,25.140214,-80.406084
Sobek Pickleball,Key West,Monroe,24.565313,-81.762179
Higgs Beach Park Tennis Courts,Key West,Monroe,24.565313,-81.762179
Twin lakes Park,Keystone Heights,Clay,29.797579,-81.989885
Little Rain Lake Park,Keystone Heights,Clay,29.797579,-81.989885
Keystone Heights Sunrise Park,Keystone Heights,Clay,29.797579,-81.989885
Wyndham Club Star Island,Kissimmee,Osceola,28.305056,-81.424208
Cypress Cove Nudist Resort,Kissimmee,Osceola,28.305056,-81.424208
Stonegate Golf Club,Kissimmee,Osceola,28.305056,-81.424208
Legacy Dunes Resort,Kissimmee,Osceola,28.305056,-81.424208
